"No. Fold" "No. Init Iteration" Epoch "F1 Score"
0 0 148 0.8287120461463928
0 0 149 0.8317628502845764
0 1 0 0.4177773892879486
0 1 1 0.458658367395401
0 1 2 0.4749027192592621
0 1 3 0.6580674052238464
0 1 4 0.5806376338005066
0 1 5 0.6503756642341614
0 1 6 0.6057823300361633
0 1 7 0.7021501660346985
0 1 8 0.6477515697479248
0 1 9 0.631242573261261
0 1 10 0.7140031456947327
0 1 11 0.5412893891334534
0 1 12 0.6474675536155701
0 1 13 0.7147676348686218
0 1 14 0.6794517040252686
0 1 15 0.4221523702144623
0 1 16 0.611703097820282
0 1 17 0.6299567818641663
0 1 18 0.5926929116249084
0 1 19 0.6640875935554504
0 1 20 0.711513102054596
0 1 21 0.6856405138969421
0 1 22 0.5457015633583069
0 1 23 0.6548798084259033
0 1 24 0.6766130924224854
0 1 25 0.6797831058502197
0 1 26 0.7186002731323242
0 1 27 0.46642979979515076
0 1 28 0.7396877408027649
0 1 29 0.6710518002510071
0 1 30 0.7721269726753235
0 1 31 0.7830396294593811
0 1 32 0.7689909338951111
0 1 33 0.7898258566856384
0 1 34 0.77265864610672
0 1 35 0.7665729522705078
0 1 36 0.7984618544578552
0 1 37 0.7826971411705017
0 1 38 0.7700655460357666
0 1 39 0.7960968613624573
0 1 40 0.7630580067634583
0 1 41 0.7825811505317688
0 1 42 0.784384548664093
0 1 43 0.784058153629303
0 1 44 0.8003546595573425
0 1 45 0.7932224869728088
0 1 46 0.8069789409637451
0 1 47 0.7939954400062561
0 1 48 0.8054935932159424
0 1 49 0.7956171631813049
0 1 50 0.7888253331184387
0 1 51 0.7649962902069092
0 1 52 0.780698835849762
0 1 53 0.7956203818321228
0 1 54 0.7801058888435364
0 1 55 0.7674887180328369
0 1 56 0.7955028414726257
0 1 57 0.8077437281608582
0 1 58 0.7683975100517273
0 1 59 0.8155005574226379
0 1 60 0.8106458187103271
0 1 61 0.8057789206504822
0 1 62 0.8113154768943787
0 1 63 0.812486469745636
0 1 64 0.8170177936553955
0 1 65 0.8131279945373535
0 1 66 0.8106498122215271
0 1 67 0.8066222071647644
0 1 68 0.8161173462867737
0 1 69 0.816240131855011
0 1 70 0.809760570526123
0 1 71 0.8114631772041321
0 1 72 0.8172720074653625
0 1 73 0.8147963881492615
0 1 74 0.8098921775817871
0 1 75 0.8151493668556213
0 1 76 0.8160484433174133
0 1 77 0.8162323832511902
0 1 78 0.8171228766441345
0 1 79 0.8157787919044495
0 1 80 0.8076028823852539
0 1 81 0.8141748309135437
0 1 82 0.8126166462898254
0 1 83 0.8181919455528259
0 1 84 0.8189849257469177
0 1 85 0.8152783513069153
0 1 86 0.8151666522026062
0 1 87 0.8193731307983398
0 1 88 0.8149439692497253
0 1 89 0.813090980052948
0 1 90 0.8100242614746094
0 1 91 0.8184781670570374
0 1 92 0.8156444430351257
0 1 93 0.8147134184837341
0 1 94 0.8190873265266418
0 1 95 0.8127943873405457
0 1 96 0.8195512890815735
0 1 97 0.8201388716697693
0 1 98 0.8175709843635559
0 1 99 0.8186723589897156
0 1 100 0.8149773478507996
0 1 101 0.8174841403961182
0 1 102 0.813913881778717
0 1 103 0.8125982284545898
0 1 104 0.8158316612243652
0 1 105 0.8177981972694397
0 1 106 0.8149831891059875
0 1 107 0.8096330761909485
0 1 108 0.8139341473579407
0 1 109 0.8179342746734619
0 1 110 0.8198105692863464
0 1 111 0.8189073204994202
0 1 112 0.8142762184143066
0 1 113 0.8135452270507812
0 1 114 0.8190118670463562
0 1 115 0.820061206817627
0 1 116 0.8130376935005188
0 1 117 0.8154944777488708
0 1 118 0.8119416832923889
0 1 119 0.8150857090950012
0 1 120 0.80739825963974
0 1 121 0.8160304427146912
0 1 122 0.8167505264282227
0 1 123 0.8171743750572205
0 1 124 0.816460132598877
0 1 125 0.8140977025032043
0 1 126 0.8173053860664368
0 1 127 0.8158292770385742
0 1 128 0.818843424320221
0 1 129 0.8140293955802917
0 1 130 0.8107836842536926
0 1 131 0.8239460587501526
0 1 132 0.8130638003349304
0 1 133 0.8163237571716309
0 1 134 0.8127245903015137
0 1 135 0.811107873916626
0 1 136 0.8198245167732239
0 1 137 0.8163654208183289
0 1 138 0.8166993260383606
0 1 139 0.8174086213111877
0 1 140 0.8156325221061707
0 1 141 0.8133049011230469
0 1 142 0.8154529929161072
0 1 143 0.8163902163505554
0 1 144 0.8183446526527405
0 1 145 0.8177350163459778
0 1 146 0.8130266666412354
0 1 147 0.8184785842895508
0 1 148 0.8168425559997559
0 1 149 0.819453239440918
0 2 0 0.3937414586544037
0 2 1 0.5455923080444336
0 2 2 0.6535367369651794
0 2 3 0.6035558581352234
0 2 4 0.6442625522613525
0 2 5 0.6130264401435852
0 2 6 0.6363425850868225
0 2 7 0.5881776809692383
0 2 8 0.631859302520752
0 2 9 0.7101777195930481
0 2 10 0.7227728366851807
0 2 11 0.7050350308418274
0 2 12 0.7024776339530945
0 2 13 0.711071789264679
0 2 14 0.7053152918815613
0 2 15 0.6936392188072205
0 2 16 0.5861300826072693
0 2 17 0.5856654644012451
0 2 18 0.4988354742527008
0 2 19 0.6367073059082031
0 2 20 0.7327366471290588
0 2 21 0.6282235980033875
0 2 22 0.5786750316619873
0 2 23 0.7431807518005371
0 2 24 0.6184458136558533
0 2 25 0.6958189606666565
0 2 26 0.7231183052062988
0 2 27 0.6683797836303711
0 2 28 0.7585022449493408
0 2 29 0.7575602531433105
0 2 30 0.78558748960495
0 2 31 0.7808268070220947
0 2 32 0.7952182292938232
0 2 33 0.8076441287994385
0 2 34 0.8059855103492737
0 2 35 0.8077639937400818
0 2 36 0.8016676902770996
0 2 37 0.8100717663764954
0 2 38 0.8128916621208191
0 2 39 0.8093020915985107
0 2 40 0.7967538833618164
0 2 41 0.8073840141296387
0 2 42 0.8078451752662659
0 2 43 0.8248491287231445
0 2 44 0.8049030900001526
0 2 45 0.822308361530304
0 2 46 0.8266096115112305
0 2 47 0.8203784823417664
0 2 48 0.8109833598136902
0 2 49 0.8092517852783203
0 2 50 0.7983336448669434
0 2 51 0.8296993374824524
0 2 52 0.813666820526123
0 2 53 0.8184598088264465
0 2 54 0.8280263543128967
0 2 55 0.820539653301239
0 2 56 0.808012068271637
0 2 57 0.8271443843841553
0 2 58 0.8167499899864197
0 2 59 0.8260946273803711
0 2 60 0.8307852149009705
0 2 61 0.829169511795044
0 2 62 0.8300347328186035
0 2 63 0.8316517472267151
0 2 64 0.8285708427429199
0 2 65 0.830598771572113
0 2 66 0.8316855430603027
0 2 67 0.8341981768608093
0 2 68 0.8298864364624023
0 2 69 0.8331629633903503
0 2 70 0.8348577618598938
0 2 71 0.8321468234062195
0 2 72 0.834993839263916
0 2 73 0.8320622444152832
0 2 74 0.8313258290290833
0 2 75 0.8346090316772461
0 2 76 0.8296771049499512
0 2 77 0.8317564129829407
0 2 78 0.8331019282341003
0 2 79 0.8341209292411804
0 2 80 0.8275513648986816
0 2 81 0.8350773453712463
0 2 82 0.8364740014076233
0 2 83 0.8326851725578308
0 2 84 0.8312090039253235
0 2 85 0.8386974334716797
0 2 86 0.8348856568336487
0 2 87 0.8327863812446594
0 2 88 0.8291709423065186
0 2 89 0.8337934017181396
0 2 90 0.8330673575401306
0 2 91 0.8331656455993652
0 2 92 0.8350915908813477
0 2 93 0.8342968821525574
0 2 94 0.8355830311775208
0 2 95 0.834276020526886
0 2 96 0.8342826962471008
0 2 97 0.8364272713661194
0 2 98 0.8347998261451721
0 2 99 0.8355457186698914
0 2 100 0.8354396820068359
0 2 101 0.8348672986030579
0 2 102 0.8358975052833557
0 2 103 0.8331130146980286
0 2 104 0.8361878395080566
0 2 105 0.8371211886405945
0 2 106 0.836963951587677
0 2 107 0.8357967734336853
0 2 108 0.8347642421722412
0 2 109 0.8337352275848389
0 2 110 0.8361484408378601
0 2 111 0.837817370891571
0 2 112 0.8356392979621887
0 2 113 0.8287792801856995
0 2 114 0.8359310030937195
0 2 115 0.836942195892334
0 2 116 0.8357670903205872
0 2 117 0.835684061050415
0 2 118 0.8343501091003418
0 2 119 0.834052562713623
0 2 120 0.8349050879478455
0 2 121 0.8353036046028137
0 2 122 0.8336864113807678
0 2 123 0.8338048458099365
0 2 124 0.8343238234519958
0 2 125 0.8329823613166809
0 2 126 0.8342903256416321
0 2 127 0.8359598517417908
0 2 128 0.8354154229164124
0 2 129 0.8369297981262207
0 2 130 0.8351839184761047
0 2 131 0.834430992603302
0 2 132 0.8367108702659607
0 2 133 0.8360354900360107
0 2 134 0.8340093493461609
0 2 135 0.8353086113929749
0 2 136 0.8347451686859131
0 2 137 0.8326762318611145
0 2 138 0.8338985443115234
0 2 139 0.8330562114715576
0 2 140 0.8351792693138123
0 2 141 0.8341100811958313
0 2 142 0.8349111676216125
0 2 143 0.8367317318916321
0 2 144 0.8358163237571716
0 2 145 0.8349875807762146
0 2 146 0.8358147740364075
0 2 147 0.8344433903694153
0 2 148 0.8356969356536865
0 2 149 0.8354601860046387
0 3 0 0.41942068934440613
0 3 1 0.5762459635734558
0 3 2 0.5448309779167175
0 3 3 0.4369288384914398
0 3 4 0.7015663981437683
0 3 5 0.6302250027656555
0 3 6 0.6090624928474426
0 3 7 0.6804389953613281
0 3 8 0.6539003252983093
0 3 9 0.6741818785667419
0 3 10 0.7510185837745667
0 3 11 0.6516630053520203
0 3 12 0.7036890983581543
0 3 13 0.6656903624534607
0 3 14 0.717520534992218
0 3 15 0.7248584628105164
0 3 16 0.6731541752815247
0 3 17 0.6938371062278748
0 3 18 0.6341157555580139
0 3 19 0.6824223399162292
0 3 20 0.5961883664131165
0 3 21 0.652240514755249
0 3 22 0.7109770178794861
0 3 23 0.7423722147941589
0 3 24 0.6422993540763855
0 3 25 0.7505798935890198
0 3 26 0.6665499806404114
0 3 27 0.6712233424186707
0 3 28 0.4914509952068329
0 3 29 0.37658488750457764
0 3 30 0.7664695382118225
0 3 31 0.779951274394989
0 3 32 0.7499739527702332
0 3 33 0.7764624953269958
0 3 34 0.7960233688354492
0 3 35 0.7834170460700989
0 3 36 0.7756562232971191
0 3 37 0.8024511933326721
0 3 38 0.7786825299263
0 3 39 0.7810946106910706
0 3 40 0.7982446551322937
0 3 41 0.8035830855369568
0 3 42 0.7816292643547058
0 3 43 0.8096208572387695
0 3 44 0.7973936200141907
0 3 45 0.7928128838539124
0 3 46 0.7937335968017578
0 3 47 0.7919337749481201
0 3 48 0.7989429831504822
0 3 49 0.8004159927368164
0 3 50 0.7803985476493835
0 3 51 0.8016352653503418
0 3 52 0.8078344464302063
0 3 53 0.7796032428741455
0 3 54 0.8179994225502014
0 3 55 0.8102816939353943
0 3 56 0.818899929523468
0 3 57 0.7882925868034363
0 3 58 0.7896311283111572
0 3 59 0.8150200843811035
0 3 60 0.8137929439544678
0 3 61 0.8137994408607483
0 3 62 0.813203752040863
0 3 63 0.8174240589141846
0 3 64 0.8193931579589844
0 3 65 0.8215904831886292
0 3 66 0.8203300833702087
0 3 67 0.8189433217048645
0 3 68 0.8143208026885986
0 3 69 0.8195931315422058
0 3 70 0.8165572285652161
0 3 71 0.819633424282074
0 3 72 0.8167667388916016
0 3 73 0.8239738345146179
0 3 74 0.8217747807502747
0 3 75 0.8261799812316895
0 3 76 0.8218448758125305
0 3 77 0.822483479976654
0 3 78 0.821631908416748
0 3 79 0.821098268032074
0 3 80 0.8216374516487122
0 3 81 0.8208768367767334
0 3 82 0.8206990361213684
0 3 83 0.8167927861213684
0 3 84 0.8217726349830627
0 3 85 0.8229774832725525
0 3 86 0.8188604712486267
0 3 87 0.8187164664268494
0 3 88 0.8190813064575195
0 3 89 0.8177670836448669
0 3 90 0.8241372108459473
0 3 91 0.8270151019096375
0 3 92 0.8191890716552734
0 3 93 0.8225695490837097
0 3 94 0.8200332522392273
0 3 95 0.8187701106071472
0 3 96 0.8234407305717468
0 3 97 0.8246893882751465
0 3 98 0.821829617023468
0 3 99 0.8237528204917908
0 3 100 0.8228974342346191
0 3 101 0.8205109238624573
0 3 102 0.8218299746513367
0 3 103 0.8236899375915527
0 3 104 0.8241363167762756
0 3 105 0.8244813084602356
0 3 106 0.8205817341804504
0 3 107 0.8205864429473877
0 3 108 0.8202937245368958
0 3 109 0.8239473700523376
0 3 110 0.8211567997932434
0 3 111 0.818509578704834
0 3 112 0.8250342011451721
0 3 113 0.823538601398468
0 3 114 0.8188062310218811
0 3 115 0.8241853713989258
0 3 116 0.821733295917511
0 3 117 0.8233054280281067
0 3 118 0.8229289650917053
0 3 119 0.8202629089355469
0 3 120 0.8205010294914246
0 3 121 0.8198447227478027
0 3 122 0.8203949928283691
0 3 123 0.8256248831748962
0 3 124 0.82448410987854
0 3 125 0.8211259841918945
0 3 126 0.819313108921051
0 3 127 0.8170502781867981
0 3 128 0.8204135894775391
0 3 129 0.8205865025520325
0 3 130 0.8184550404548645
0 3 131 0.8232031464576721
0 3 132 0.8216392397880554
0 3 133 0.8241264224052429
0 3 134 0.8252801895141602
0 3 135 0.8220035433769226
0 3 136 0.8235234618186951
0 3 137 0.8241763114929199
0 3 138 0.8218424320220947
0 3 139 0.8259985446929932
0 3 140 0.8206368088722229
0 3 141 0.8252677917480469
0 3 142 0.822691023349762
0 3 143 0.8246333003044128
0 3 144 0.8223386406898499
0 3 145 0.8226143717765808
0 3 146 0.8253543972969055
0 3 147 0.8250277638435364
0 3 148 0.8240067958831787
0 3 149 0.8208760619163513
0 4 0 0.4428292214870453
0 4 1 0.48118922114372253
0 4 2 0.5098496079444885
0 4 3 0.6662421226501465
0 4 4 0.6532278060913086
0 4 5 0.6502334475517273
0 4 6 0.7011387348175049
0 4 7 0.6568507552146912
0 4 8 0.4991382658481598
0 4 9 0.6746228337287903
0 4 10 0.6158159375190735
0 4 11 0.7024049162864685
0 4 12 0.7089002728462219
0 4 13 0.7073721289634705
0 4 14 0.666086733341217
0 4 15 0.50563645362854
0 4 16 0.6401501297950745
0 4 17 0.6924877762794495
0 4 18 0.5831275582313538
0 4 19 0.6713524460792542
0 4 20 0.6674006581306458
0 4 21 0.7259025573730469
0 4 22 0.6852107048034668
0 4 23 0.7017430663108826
0 4 24 0.7408647537231445
0 4 25 0.6593926548957825
0 4 26 0.6057239174842834
0 4 27 0.6747370362281799
0 4 28 0.7006118297576904
0 4 29 0.654626190662384
0 4 30 0.7529616355895996
0 4 31 0.7577688097953796
0 4 32 0.7552464008331299
0 4 33 0.7809613347053528
0 4 34 0.7727177739143372
0 4 35 0.7477132678031921
0 4 36 0.7900714874267578
0 4 37 0.7749351859092712
0 4 38 0.7939972281455994
0 4 39 0.7960588335990906
0 4 40 0.7788184285163879
0 4 41 0.7846949696540833
0 4 42 0.7837085127830505
0 4 43 0.7776012420654297
0 4 44 0.804162323474884
0 4 45 0.8086265921592712
0 4 46 0.7775519490242004
0 4 47 0.8012949824333191
0 4 48 0.7960063815116882
0 4 49 0.7584550976753235
0 4 50 0.8076581954956055
0 4 51 0.7958786487579346
0 4 52 0.7945393919944763
0 4 53 0.8094263076782227
0 4 54 0.8084564805030823
0 4 55 0.7993246912956238
0 4 56 0.8038888573646545
0 4 57 0.7873674035072327
0 4 58 0.8061461448669434
0 4 59 0.8101224899291992
0 4 60 0.8108006119728088
0 4 61 0.8108851313591003
0 4 62 0.8162499070167542
0 4 63 0.8171710968017578
0 4 64 0.8133983016014099
0 4 65 0.8149611949920654
0 4 66 0.8226923942565918
0 4 67 0.8181715607643127
0 4 68 0.8171152472496033
0 4 69 0.8123522400856018
0 4 70 0.8157557845115662
0 4 71 0.8178913593292236
0 4 72 0.814877986907959
0 4 73 0.8210923075675964
0 4 74 0.814654529094696
0 4 75 0.8187970519065857
0 4 76 0.8132979869842529
0 4 77 0.821677029132843
0 4 78 0.8194243311882019
0 4 79 0.8170943260192871
0 4 80 0.8159810900688171
0 4 81 0.815764844417572
0 4 82 0.8193796277046204
0 4 83 0.8236525058746338
0 4 84 0.8142752051353455
0 4 85 0.8246186375617981
0 4 86 0.8218781352043152
0 4 87 0.8182128071784973
0 4 88 0.821321427822113
0 4 89 0.8194174766540527
0 4 90 0.8218783736228943
0 4 91 0.8175908923149109
0 4 92 0.824793815612793
0 4 93 0.819939136505127
0 4 94 0.8182234168052673
0 4 95 0.8210647702217102
0 4 96 0.8216742873191833
0 4 97 0.8201611042022705
0 4 98 0.8213803768157959
0 4 99 0.8208413124084473
0 4 100 0.8208101391792297
0 4 101 0.8157759308815002
0 4 102 0.8225714564323425
0 4 103 0.8192959427833557
0 4 104 0.8198561668395996
0 4 105 0.8255683779716492
0 4 106 0.8198191523551941
0 4 107 0.8165817856788635
0 4 108 0.8178014159202576
0 4 109 0.8246484398841858
0 4 110 0.8233764171600342
0 4 111 0.8212231993675232
0 4 112 0.8209393620491028
0 4 113 0.8237593770027161
0 4 114 0.8219004273414612
0 4 115 0.8218300938606262
0 4 116 0.8206188082695007
0 4 117 0.8177704215049744
0 4 118 0.8253151774406433
0 4 119 0.8153831958770752
0 4 120 0.8201067447662354
0 4 121 0.8241068720817566
0 4 122 0.8206458687782288
0 4 123 0.8210604786872864
0 4 124 0.8156240582466125
0 4 125 0.825960636138916
0 4 126 0.824367344379425
0 4 127 0.8237848877906799
0 4 128 0.8202189803123474
0 4 129 0.8216352462768555
0 4 130 0.8248652815818787
0 4 131 0.8206179141998291
0 4 132 0.8273863196372986
0 4 133 0.8242993950843811
0 4 134 0.8223516345024109
0 4 135 0.8265696167945862
0 4 136 0.8205308318138123
0 4 137 0.824517548084259
0 4 138 0.8192639350891113
0 4 139 0.8166062831878662
0 4 140 0.8217577934265137
0 4 141 0.8231532573699951
0 4 142 0.818613588809967
0 4 143 0.8259904384613037
0 4 144 0.82401043176651
0 4 145 0.8191898465156555
0 4 146 0.8201928734779358
0 4 147 0.8235748410224915
0 4 148 0.8197057843208313
0 4 149 0.8207544684410095
0 5 0 0.35408079624176025
0 5 1 0.49127188324928284
0 5 2 0.5639623999595642
0 5 3 0.5781223773956299
0 5 4 0.5774974822998047
0 5 5 0.5972774624824524
0 5 6 0.6200351119041443
0 5 7 0.6781139969825745
0 5 8 0.5803675651550293
0 5 9 0.5877446532249451
0 5 10 0.7324894070625305
0 5 11 0.6529472470283508
0 5 12 0.6879920363426208
0 5 13 0.7019018530845642
0 5 14 0.6223539710044861
0 5 15 0.6291813850402832
0 5 16 0.5929818153381348
0 5 17 0.6638149619102478
0 5 18 0.6696176528930664
0 5 19 0.5279129147529602
0 5 20 0.7509241700172424
0 5 21 0.7195980548858643
0 5 22 0.666279137134552
0 5 23 0.7169250845909119
0 5 24 0.7053235173225403
0 5 25 0.7369381785392761
0 5 26 0.6405853629112244
0 5 27 0.6682264804840088
0 5 28 0.597660481929779
0 5 29 0.4796428382396698
0 5 30 0.76727694272995
0 5 31 0.7641088962554932
0 5 32 0.7652291655540466
0 5 33 0.783473014831543
0 5 34 0.7844884991645813
0 5 35 0.7866712212562561
0 5 36 0.7819941639900208
0 5 37 0.7648852467536926
0 5 38 0.7968820929527283
0 5 39 0.7889760136604309
0 5 40 0.7901492118835449
0 5 41 0.790928840637207
0 5 42 0.8042855262756348
0 5 43 0.7957488894462585
0 5 44 0.7967743277549744
0 5 45 0.8133257031440735
0 5 46 0.8047284483909607
0 5 47 0.8043067455291748
0 5 48 0.8085236549377441
0 5 49 0.7948561310768127
0 5 50 0.7462014555931091
0 5 51 0.7963468432426453
0 5 52 0.8180815577507019
0 5 53 0.8094007968902588
0 5 54 0.808372974395752
0 5 55 0.7841867804527283
0 5 56 0.8098709583282471
0 5 57 0.8170085549354553
0 5 58 0.7763606905937195
0 5 59 0.7958125472068787
0 5 60 0.8247553706169128
0 5 61 0.8186383843421936
0 5 62 0.8177142143249512
0 5 63 0.8216185569763184
0 5 64 0.8186606764793396
0 5 65 0.8228520750999451
0 5 66 0.8226278424263
0 5 67 0.822431743144989
0 5 68 0.823395311832428
0 5 69 0.8251304030418396
0 5 70 0.8230240941047668
0 5 71 0.824944794178009
0 5 72 0.825209379196167
0 5 73 0.8236527442932129
0 5 74 0.8239992260932922
0 5 75 0.8205417990684509
0 5 76 0.8245730996131897
0 5 77 0.8266420364379883
0 5 78 0.8251135945320129
0 5 79 0.8262925744056702
0 5 80 0.8234054446220398
0 5 81 0.8235771059989929
0 5 82 0.8274421691894531
0 5 83 0.8294138312339783
0 5 84 0.8270828723907471
0 5 85 0.8271554112434387
0 5 86 0.8263729214668274
0 5 87 0.8255181908607483
0 5 88 0.8241451382637024
0 5 89 0.8262227177619934
0 5 90 0.8275699019432068
0 5 91 0.8247907757759094
0 5 92 0.8231753706932068
0 5 93 0.8248651623725891
0 5 94 0.8302838802337646
0 5 95 0.8289668560028076
0 5 96 0.8294125199317932
0 5 97 0.8273568153381348
0 5 98 0.8295302391052246
0 5 99 0.8301530480384827
0 5 100 0.8281853795051575
0 5 101 0.8265416026115417
0 5 102 0.8295361995697021
0 5 103 0.8291957378387451
0 5 104 0.8282446265220642
0 5 105 0.8266833424568176
0 5 106 0.8272671699523926
0 5 107 0.8278959393501282
0 5 108 0.8255591988563538
0 5 109 0.8261488080024719
0 5 110 0.8301926255226135
0 5 111 0.8289018273353577
0 5 112 0.8276570439338684
0 5 113 0.8266566395759583
0 5 114 0.8272292017936707
0 5 115 0.8295257687568665
0 5 116 0.831491231918335
0 5 117 0.826500415802002
0 5 118 0.8286271095275879
0 5 119 0.8250143527984619
0 5 120 0.830004870891571
0 5 121 0.8248989582061768
0 5 122 0.8280677199363708
0 5 123 0.8292560577392578
0 5 124 0.8289926052093506
0 5 125 0.8261447548866272
0 5 126 0.8253300786018372
0 5 127 0.8217179179191589
0 5 128 0.828998863697052
0 5 129 0.8295505046844482
0 5 130 0.8274770379066467
0 5 131 0.8292872309684753
0 5 132 0.83087158203125
0 5 133 0.8288934826850891
0 5 134 0.829962968826294
0 5 135 0.8288119435310364
0 5 136 0.8275229334831238
0 5 137 0.8265767097473145
0 5 138 0.8289473652839661
0 5 139 0.8284793496131897
0 5 140 0.8291704654693604
0 5 141 0.8279526829719543
0 5 142 0.830797016620636
0 5 143 0.8266915678977966
0 5 144 0.8274984955787659
0 5 145 0.8245790600776672
0 5 146 0.8276000022888184
0 5 147 0.8315079808235168
0 5 148 0.8275328278541565
0 5 149 0.8249109387397766
0 6 0 0.4888554513454437
0 6 1 0.44413843750953674
0 6 2 0.6191840767860413
0 6 3 0.4586932361125946
0 6 4 0.5100504755973816
0 6 5 0.5346779823303223
0 6 6 0.7209007740020752
0 6 7 0.7094202637672424
0 6 8 0.585725724697113
0 6 9 0.7222450375556946
0 6 10 0.714935302734375
0 6 11 0.6487284302711487
0 6 12 0.7145597338676453
0 6 13 0.6930596828460693
0 6 14 0.7058976292610168
0 6 15 0.46604517102241516
0 6 16 0.690180778503418
0 6 17 0.7285767197608948
0 6 18 0.5889518857002258
0 6 19 0.5844016075134277
0 6 20 0.6632047295570374
0 6 21 0.6674887537956238
0 6 22 0.7249197363853455
0 6 23 0.6986405253410339
0 6 24 0.5837982296943665
0 6 25 0.5876970887184143
0 6 26 0.6768803000450134
0 6 27 0.6924757361412048
0 6 28 0.7284903526306152
0 6 29 0.6740358471870422
0 6 30 0.7694318890571594
0 6 31 0.770969569683075
0 6 32 0.7540736198425293
0 6 33 0.7817652225494385
0 6 34 0.7822564244270325
0 6 35 0.772458553314209
0 6 36 0.7906527519226074
